,Year_Birth,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,web_purchases,cat_purchases,in_store_purchases,NumWebVisitsMonth,Complain,children,accepted_offer,total_purchases,enroll_yr,total_spent
254,1967,College,Coupled,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,0,2,0,21,2012,1148
255,1974,PhD,Single,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,0,1,0,4,2012,33
256,1961,PhD,Coupled,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,1,16,2012,1101
257,1964,College,Single,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,0,1,0,12,2012,322
258,1964,College,Single,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,2,0,6,2013,44
259,1957,PhD,Single,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,0,3,0,3,2013,17
260,1979,College,Single,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,0,1,2,4,2012,31
261,1968,PhD,Single,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,0,2,0,22,2013,845
262,1970,Masters,Married,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,0,1,0,11,2014,275
263,1978,PhD,Married,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,1,0,3,2012,25
264,1952,Masters,Coupled,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,0,2,1,11,2013,275
265,1966,Masters,Married,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,2,0,7,2013,90
266,1963,College,Married,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,0,0,1,18,2014,1495
267,1970,PhD,Married,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,0,2,2,7,2012,184
268,1970,College,Married,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,12,2013,981
269,1970,College,Coupled,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,0,1,0,6,2013,67
270,1953,College,Single,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,1,12,2012,1635
271,1983,Masters,Single,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,1,1,0,7,2014,60
272,1975,PhD,Coupled,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,0,1,0,10,2014,231
273,1960,College,Married,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,2,0,6,2014,48
274,1963,College,Single,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,2,0,6,2013,99
275,1963,PhD,Coupled,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,0,1,0,21,2013,770
276,1956,College,Single,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,1,21,2013,957
277,1981,Masters,Coupled,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,11,2014,818
278,1986,PhD,Single,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,2,16,2013,925
279,1968,Masters,Single,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,1,0,21,2013,908
280,1981,High_school,Married,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,1,0,7,2013,102
281,1976,College,Coupled,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,1,0,14,2012,576
282,1946,College,Coupled,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,11,2012,317
283,1974,PhD,Coupled,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,1,0,14,2014,461
284,1975,Masters,Married,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,0,2,0,5,2014,37
285,1974,College,Married,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,1,0,6,2013,70
286,1952,College,Coupled,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,22,2013,930
287,1956,Masters,Coupled,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,0,2,0,20,2013,859
288,1966,College,Single,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,21,2014,1478
289,1949,Masters,Single,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,13,2013,390
290,1984,Masters,Coupled,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,0,0,1,4,2013,52
291,1969,College,Coupled,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,1,0,7,2013,137
292,1980,College,Married,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,18,2012,1919
293,1971,College,Coupled,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,0,2,0,6,2014,68
294,1965,College,Coupled,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,2,0,3,2013,25
295,1952,Masters,Coupled,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,2,20,2012,1374
296,1988,Masters,Single,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,0,1,0,4,2013,32
297,1986,Masters,Coupled,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,1,0,6,2013,100
298,1982,College,Single,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,11,2013,825
299,1965,PhD,Single,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,0,1,1,23,2014,916
300,1958,College,Single,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,2,0,7,2014,62
301,1956,Masters,Coupled,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,0,1,0,20,2013,728
302,1978,PhD,Married,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,0,1,0,6,2014,90
303,1988,College,Single,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,0,1,0,10,2014,273
304,1984,College,Coupled,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,0,1,0,7,2013,66
305,1961,Masters,Married,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,1,22,2013,1213
306,1966,College,Single,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,1,6,2012,107
307,1947,College,Single,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,17,2014,1157
308,1964,Masters,Married,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,0,1,1,17,2013,546
309,1992,Masters,Coupled,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,10,2013,241
310,1976,College,Single,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,0,1,0,7,2014,53
311,1967,College,Married,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,3,0,5,2013,37
312,1989,College,Married,52247.25135379061,69,861,138,461,60,30,61,1,6,5,12,3,0,0,2,23,2013,1611
313,1976,Masters,Single,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,22,2013,1508
314,1966,College,Married,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,0,2,0,10,2013,235
315,1956,Masters,Coupled,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,0,2,0,5,2014,32
316,1972,College,Married,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,2,0,6,2013,102
317,1985,College,Single,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,1,0,13,2012,401
318,1951,College,Married,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,0,2,0,4,2013,28
319,1970,College,Single,52247.25135379061,67,738,20,172,52,50,20,6,2,3,10,7,0,3,2,15,2013,1052
320,1971,College,Married,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,0,1,0,18,2013,680
321,1974,College,Married,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,1,0,3,2013,30
322,1965,PhD,Single,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,0,2,0,3,2014,20
323,1961,PhD,Single,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,0,1,0,18,2013,1307
324,1953,College,Single,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,0,1,0,18,2013,630
325,1957,College,Married,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,17,2013,1283
326,1976,PhD,Single,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,0,1,0,6,2013,65
327,1984,College,Married,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,0,1,0,4,2013,37
328,1950,PhD,Married,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,0,3,0,4,2013,38
329,1986,PhD,Single,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,0,1,0,8,2013,160
330,1983,College,Single,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,0,1,0,3,2013,23
331,1989,PhD,Single,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,5,2013,71
332,1956,PhD,Married,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,0,1,1,17,2013,1161
333,1971,Masters,Married,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,0,1,2,4,2013,59
334,1983,College,Coupled,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,0,1,0,5,2013,33
335,1960,College,Single,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,0,2,0,21,2012,946
336,1968,College,Single,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,0,0,4,21,2012,1442
337,1972,College,Married,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,0,1,0,4,2012,62
338,1965,College,Coupled,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,2,21,2013,1674
339,1899,PhD,Coupled,83532.0,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,14,2013,1853
340,1988,College,Single,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,20,2012,1538
341,1986,College,Single,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,7,2013,139
342,1969,PhD,Married,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,2,17,2012,1182
343,1950,PhD,Coupled,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,1,0,16,2013,507
344,1973,High_school,Coupled,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,0,1,2,3,2013,18
345,1952,College,Single,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,15,2013,940
346,1965,College,Married,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,0,2,0,4,2013,42
347,1970,College,Single,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,1,14,2014,1190
348,1971,College,Single,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,2,0,5,2012,44
349,1976,Masters,Married,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,0,1,1,3,2014,16
350,1957,College,Married,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,0,1,0,22,2013,835
351,1986,College,Married,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,0,1,2,20,2013,1443
352,1966,PhD,Single,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,1,15,2013,1029
353,1974,College,Married,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,17,2012,1188
354,1976,PhD,Single,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,1,0,19,2012,1277
355,1978,College,Single,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,1,2,0,5,2013,49
356,1955,College,Married,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,0,1,1,6,2013,99
357,1969,PhD,Married,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,14,2012,1670
358,1943,Masters,Married,65073.0,65,629,17,177,69,0,8,1,5,3,5,2,1,0,0,13,2013,900
359,1948,PhD,Coupled,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,2,0,14,2013,425
360,1957,College,Married,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,0,0,1,21,2012,2153
361,1969,PhD,Single,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,0,1,0,18,2014,636
362,1978,College,Married,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,0,2,0,7,2014,57
363,1978,PhD,Married,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,1,0,3,2012,25
364,1967,College,Married,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,0,2,0,15,2012,494
365,1969,College,Single,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,0,1,0,17,2012,693
366,1960,College,Married,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,25,2013,1348
367,1976,College,Single,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,0,1,0,5,2013,51
368,1962,College,Coupled,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,15,2012,1932
369,1975,PhD,Single,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,1,0,14,2012,990
370,1984,Masters,Married,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,0,1,0,4,2014,30
371,1975,College,Married,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,0,2,0,10,2012,254
372,1970,Masters,Single,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,0,1,1,4,2013,29
373,1966,College,Single,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,1,1,19,2012,1371
374,1972,PhD,Single,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,2,1,6,2013,73
375,1975,Masters,Single,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,2,0,7,2012,120
376,1970,College,Single,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,0,0,2,4,2013,81
377,1989,College,Single,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,1,0,4,2012,37
378,1961,PhD,Coupled,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,0,1,0,18,2013,1377
379,1969,College,Single,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,0,1,0,4,2013,51
380,1969,PhD,Married,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,0,2,0,3,2013,17
381,1985,College,Married,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,1,0,3,2013,22
382,1954,College,Single,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,11,2012,324
383,1973,Masters,Married,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,0,3,0,9,2012,211
384,1981,Masters,Single,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,0,1,0,3,2014,19
385,1971,College,Single,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,0,1,0,5,2013,41
386,1968,Masters,Coupled,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,0,1,2,14,2013,492
387,1960,College,Coupled,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,1,0,22,2012,1005
388,1949,College,Coupled,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,0,1,0,6,2012,114
389,1968,PhD,Single,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,0,2,0,16,2013,1173
390,1979,College,Coupled,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,19,2014,1738
391,1979,Masters,Coupled,62499.0,0,140,4,61,0,13,4,2,3,1,6,4,0,1,0,10,2013,222
392,1993,College,Single,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,15,2014,1127
393,1946,PhD,Married,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,9,2013,209
394,1968,Masters,Married,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,0,1,0,20,2014,787
395,1991,PhD,Coupled,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,23,2013,1598
396,1971,College,Married,43824.0,18,96,1,42,12,3,32,4,3,1,4,8,0,2,0,8,2012,186
397,1984,College,Coupled,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,0,1,1,4,2012,47
398,1987,College,Single,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,0,1,0,4,2012,27
399,1980,Masters,Coupled,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,0,1,1,7,2012,96
400,1956,Masters,Single,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,0,2,0,6,2013,64
401,1965,College,Coupled,75276.0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,22,2012,1040
402,1974,College,Single,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,0,2,0,8,2013,163
403,1960,College,Coupled,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,10,2013,343
404,1955,PhD,Single,55521.0,11,416,0,26,0,0,4,9,6,3,6,7,0,3,2,15,2013,446
405,1965,College,Married,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,0,2,0,4,2014,41
406,1972,PhD,Single,27213.0,19,19,3,26,10,9,3,3,2,0,4,8,0,1,1,6,2012,70
407,1971,PhD,Single,65808.0,1,155,7,80,13,7,10,3,5,1,5,6,0,2,0,11,2014,272
408,1974,PhD,Coupled,30351.0,19,14,0,24,3,3,2,1,3,0,2,9,0,1,0,5,2013,46
409,1963,College,Married,50437.0,28,370,9,92,6,9,4,3,7,1,8,7,0,2,0,16,2012,490
410,1982,Masters,Single,23616.0,76,4,22,11,3,7,32,2,3,0,3,8,0,1,1,6,2012,79
411,1976,College,Married,53858.0,50,407,53,221,58,150,26,4,4,3,6,4,0,1,0,13,2012,915
412,1955,PhD,Married,66465.0,1,1200,0,204,38,29,14,3,11,9,12,6,0,1,1,32,2013,1485
413,1987,College,Single,46923.0,90,85,44,54,102,78,6,3,5,1,7,7,0,1,0,13,2012,369
414,1962,College,Coupled,75072.0,83,583,34,309,0,22,125,2,5,4,8,3,0,1,0,17,2013,1073
415,1943,PhD,Married,75865.0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,18,2014,1242
416,1975,Masters,Coupled,19789.0,24,2,5,9,28,6,28,3,2,1,3,5,0,1,1,6,2013,78
417,1994,College,Coupled,80134.0,11,966,26,282,52,26,26,1,2,7,11,5,0,0,4,20,2014,1378
418,1981,College,Single,91065.0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,3,25,2013,1474
419,1971,Masters,Married,49505.0,4,604,0,100,19,0,28,9,10,2,8,8,0,2,0,20,2013,751
420,1973,PhD,Married,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,1,0,5,2014,48
421,1983,College,Married,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,0,1,0,5,2014,45
422,1982,Masters,Coupled,18492.0,75,2,2,2,2,1,1,1,1,0,2,8,0,1,0,3,2014,10
423,1974,Masters,Married,82584.0,26,1076,68,103,29,91,68,1,3,4,8,1,0,0,3,15,2013,1435
424,1941,PhD,Married,93027.0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,22,2013,2119
425,1953,College,Married,48686.0,8,10,0,7,2,0,1,1,1,0,2,8,0,3,0,3,2013,20
426,1986,College,Married,92910.0,42,551,137,792,179,103,33,1,6,7,13,1,0,0,3,26,2014,1795
427,1989,College,Married,75433.0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,2,17,2014,1188
428,1989,Masters,Coupled,10404.0,52,2,2,11,10,6,12,2,1,0,4,5,0,1,0,5,2014,43
429,1968,College,Married,61314.0,1,378,0,189,97,172,172,2,5,5,12,3,0,1,0,22,2013,1008
430,1961,PhD,Single,84865.0,1,1248,16,349,43,16,16,1,2,4,9,4,0,0,5,15,2013,1688
431,1989,College,Married,42387.0,42,235,0,235,19,4,191,5,8,1,7,8,0,1,0,16,2012,684
432,1967,Masters,Coupled,67309.0,76,515,47,181,149,95,95,15,9,6,9,7,0,2,0,24,2013,1082
433,1964,College,Married,75236.0,27,438,66,400,12,38,114,1,8,3,13,4,0,1,0,24,2013,1068
434,1970,College,Single,30015.0,28,25,0,22,2,3,5,2,1,0,4,5,0,1,0,5,2014,57
435,1956,Masters,Coupled,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,1,0,4,2013,46
436,1966,College,Single,67272.0,12,357,35,271,28,28,14,3,6,2,12,5,0,1,0,20,2013,733
437,1949,Masters,Single,51529.0,14,400,4,35,6,0,22,2,9,1,5,8,0,1,0,15,2013,467
438,1971,PhD,Married,32011.0,89,99,0,15,2,1,5,3,2,1,4,7,0,1,0,7,2013,122
439,1986,Masters,Married,7500.0,96,1,11,5,4,6,9,2,2,0,3,8,0,1,0,5,2013,36
440,1989,College,Married,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,1,0,4,2013,34
441,1948,PhD,Married,56223.0,72,77,28,31,16,0,4,2,2,1,5,4,0,1,0,8,2013,156
442,1946,College,Married,18100.0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,3,2013,14
443,1989,College,Single,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,1,0,4,2012,37
444,1974,Masters,Married,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,4,2014,34
445,1959,College,Single,23295.0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,3,2013,20
446,1972,Masters,Single,42618.0,92,76,14,74,13,5,10,2,5,0,4,8,0,1,0,9,2013,192
447,1964,College,Single,81246.0,87,398,190,537,61,156,37,1,4,5,7,1,0,0,2,16,2013,1379
448,1976,College,Married,24027.0,7,14,7,11,11,0,5,2,2,0,3,8,0,1,0,5,2013,48
449,1953,PhD,Married,55707.0,91,208,7,82,30,66,35,2,3,2,9,3,0,1,0,14,2013,428
450,1955,College,Single,57959.0,71,430,16,322,43,24,33,5,4,7,11,3,0,1,0,22,2013,868
451,1969,College,Married,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,0,1,0,24,2013,1001
452,1971,Masters,Single,36230.0,17,14,2,30,8,2,3,1,2,0,4,5,0,1,0,6,2013,59
453,1980,Masters,Married,70829.0,87,141,70,106,72,19,23,2,4,2,8,3,0,2,0,14,2013,431
454,1976,College,Married,65991.0,21,507,19,364,25,47,9,3,9,5,10,7,0,1,0,24,2012,971
455,1972,College,Married,38988.0,90,164,24,103,12,3,42,7,5,1,6,8,0,3,0,12,2012,348
456,1966,Masters,Single,89572.0,44,606,24,974,197,194,64,1,7,7,9,4,0,0,3,23,2012,2059
457,1984,Masters,Married,42207.0,71,116,11,72,3,17,46,4,4,1,5,6,0,1,2,10,2013,265
458,1952,College,Married,50300.0,52,143,15,60,24,23,5,2,2,1,8,2,0,1,0,11,2014,270
459,1982,Masters,Coupled,66664.0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,18,2012,1289
460,1964,College,Married,60597.0,2,522,0,257,32,16,66,4,2,2,8,7,0,1,2,12,2014,893
461,1949,College,Single,70165.0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,21,2013,926
462,1958,PhD,Single,50520.0,25,112,0,6,2,1,14,2,3,1,3,6,0,1,0,7,2014,135
463,1963,College,Married,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,0,0,1,18,2014,1495
464,1975,College,Married,33183.0,46,7,5,39,17,15,37,2,4,0,3,7,0,1,0,7,2014,120
465,1969,PhD,Single,66582.0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,19,2014,1288
466,1955,PhD,Coupled,75261.0,17,1239,17,413,23,34,17,1,5,6,5,2,0,0,3,16,2013,1743
467,1970,College,Single,31880.0,13,4,1,5,2,0,3,1,1,0,2,8,0,1,0,3,2012,15
468,1951,College,Married,53790.0,86,335,42,127,28,5,5,3,7,2,8,6,0,2,0,17,2014,542
469,1971,PhD,Coupled,49269.0,92,639,8,166,11,8,58,3,7,3,12,7,0,1,0,22,2012,890
470,1975,College,Married,61456.0,47,563,76,384,84,192,89,4,6,10,13,4,0,1,0,29,2013,1388
471,1980,College,Married,37406.0,18,2,0,8,2,2,3,1,1,0,2,8,0,1,1,3,2013,17
472,1981,PhD,Coupled,56937.0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,2,23,2012,906
473,1978,College,Married,38415.0,91,22,1,13,4,0,4,2,1,0,3,7,0,2,0,4,2013,44
474,1988,College,Single,20518.0,58,4,1,6,4,1,9,1,1,1,2,5,0,1,0,4,2014,25
475,1956,College,Married,62503.0,40,478,0,193,110,75,117,4,8,3,11,5,0,1,0,22,2013,973
476,1972,PhD,Single,41644.0,67,20,3,4,2,0,2,2,1,0,3,3,0,2,0,4,2014,31
477,1977,Masters,Married,55842.0,19,451,0,39,0,4,24,1,7,1,8,5,0,1,0,16,2014,518
478,1972,PhD,Married,62010.0,93,371,22,39,6,0,92,4,6,2,7,5,0,1,0,15,2012,530
479,1977,College,Married,41124.0,41,281,7,84,15,0,119,7,7,3,4,8,0,1,0,14,2012,506
480,1973,Masters,Married,38961.0,60,19,7,19,0,1,24,1,2,1,2,7,0,1,0,5,2013,70
481,1972,Masters,Single,37760.0,54,26,3,13,2,10,0,1,2,0,3,6,0,1,0,5,2013,54
482,1974,College,Single,32233.0,26,138,15,35,25,11,72,2,6,2,2,9,0,1,2,10,2012,296
483,1975,College,Married,43057.0,30,213,2,44,0,2,5,4,4,2,5,5,0,1,0,11,2013,266
484,1960,Masters,Coupled,83151.0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,18,2012,747
485,1964,PhD,Single,78825.0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,1,28,2012,895
486,1976,Masters,Coupled,65104.0,4,738,0,232,13,20,50,2,3,5,7,7,0,1,0,15,2013,1053
487,1974,College,Married,60093.0,92,502,12,109,16,6,90,2,7,2,10,6,0,1,0,19,2013,735
488,1969,College,Married,14045.0,24,11,0,5,2,1,1,1,1,0,3,7,0,1,0,4,2014,20
489,1952,Masters,Single,28457.0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,9,2012,205
490,1958,PhD,Coupled,78952.0,11,1170,19,594,99,76,134,2,2,5,12,6,0,1,0,19,2012,2092
491,1976,College,Single,46310.0,99,185,2,88,15,5,14,2,6,1,5,8,0,1,0,12,2012,309
492,1955,College,Coupled,76005.0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,1,21,2013,1722
493,1964,Masters,Single,58308.0,77,691,0,69,10,0,130,4,2,6,3,8,0,1,0,11,2013,900
494,1944,PhD,Single,55614.0,85,504,13,131,8,0,26,1,9,4,6,7,0,0,1,19,2013,682
495,1962,Masters,Single,59432.0,88,317,25,265,25,19,12,3,5,3,11,5,0,1,0,19,2013,663
496,1978,College,Single,55563.0,22,29,1,9,2,0,2,1,2,0,3,3,0,1,0,5,2014,43
497,1971,PhD,Coupled,78642.0,83,1396,0,322,46,35,17,1,4,9,4,6,0,1,0,17,2013,1816
498,1949,PhD,Coupled,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,0,1,0,24,2014,976
499,1944,College,Married,65275.0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,20,2013,746
500,1950,College,Coupled,27203.0,92,13,2,21,4,0,24,2,1,1,2,8,0,2,0,4,2012,64
501,1961,Masters,Coupled,48330.0,2,28,0,4,0,0,0,1,1,0,3,5,0,1,0,4,2013,32
502,1990,High_school,Married,24279.0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,8,2012,263
503,1985,PhD,Married,64355.0,66,1047,0,140,67,38,153,2,4,3,12,8,0,1,0,19,2012,1445
504,1956,Masters,Coupled,50943.0,49,31,0,7,2,0,6,1,1,0,3,5,0,1,0,4,2013,46
505,1953,College,Single,53653.0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,26,2012,1210
506,1976,College,Married,65665.0,77,225,162,387,106,36,29,1,5,10,8,3,0,1,0,23,2013,945
507,1989,College,Single,81217.0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,21,2013,1157
508,1992,College,Married,34935.0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,7,2013,137
509,1959,College,Single,61250.0,49,382,138,65,60,26,59,6,5,2,12,5,0,1,0,19,2012,730
510,1981,PhD,Coupled,39665.0,97,127,1,56,0,1,31,3,4,2,3,7,0,1,1,9,2013,216
